Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Product,Quantity,Unit_Price,Discount,Payment_Mode,Customer_Type,Returned,Revenue,Discount_Amount,Final_Sales
ORD300023,2025-05-17,CUST12135,Customer_12135,West,Pune,Furniture,Sofa,2,4366.81,0.0,Cash,Returning,Yes,8733.62,0.0,8733.62
ORD300024,2025-01-10,CUST12111,Customer_12111,North,Mumbai,Furniture,Study Table,4,5794.49,0.15,Cash,New,No,23177.96,3476.694,19701.266
ORD300025,2024-08-11,CUST12850,Customer_12850,West,Chennai,Furniture,Study Table,3,11106.03,0.15,Cash,Returning,No,33318.090000000004,4997.713500000001,28320.376500000002
ORD300026,2024-03-05,CUST12128,Customer_12128,East,Kolkata,Clothing,Jeans,4,3377.09,0.1,Credit Card,New,Yes,13508.36,1350.8360000000002,12157.524000000001
ORD300027,2024-05-14,CUST13500,Customer_13500,East,Pune,Furniture,Sofa,1,3944.68,0.25,Net Banking,Returning,No,3944.68,986.17,2958.5099999999998
ORD300028,2025-07-20,CUST12378,Customer_12378,South,Delhi,Electronics,Power Bank,1,2819.55,0.1,Cash,New,No,2819.55,281.95500000000004,2537.5950000000003
ORD300029,2025-06-04,CUST13053,Customer_13053,West,Chennai,Furniture,Study Table,2,25943.35,0.15,Cash,Returning,No,51886.7,7783.004999999999,44103.695
ORD300030,2024-02-16,CUST12292,Customer_12292,West,Kolkata,Sports,Football,2,4587.89,0.15,UPI,Returning,No,9175.78,1376.367,7799.4130000000005
ORD300031,2024-04-30,CUST13250,Customer_13250,North,Vijayawada,Home & Kitchen,Mixer Grinder,1,8351.93,0.0,Net Banking,Returning,No,8351.93,0.0,8351.93
ORD300032,2025-06-09,CUST13221,Customer_13221,West,Bengaluru,Home & Kitchen,Storage Box,3,7360.76,0.05,Debit Card,Returning,No,22082.28,1104.114,20978.165999999997
ORD300033,2024-11-07,CUST13276,Customer_13276,East,Kolkata,Furniture,Study Table,6,15484.01,0.1,UPI,New,No,92904.06,9290.406,83613.654
ORD300034,2024-06-24,CUST12449,Customer_12449,West,Vijayawada,Sports,Football,1,7193.47,0.05,Net Banking,New,No,7193.47,359.67350000000005,6833.7965
ORD300035,2025-12-23,CUST12131,Customer_12131,North,Hyderabad,Sports,Cricket Bat,3,2317.6,0.05,Credit Card,New,Yes,6952.799999999999,347.64,6605.159999999999
ORD300036,2024-01-12,CUST13464,Customer_13464,North,Delhi,Sports,Football,2,8955.15,0.05,Credit Card,New,No,17910.3,895.515,17014.785
ORD300037,2024-01-03,CUST12439,Customer_12439,West,Chennai,Furniture,Office Chair,2,14946.06,0.15,Credit Card,Returning,No,29892.12,4483.817999999999,25408.302
ORD300038,2025-02-24,CUST12025,Customer_12025,West,Mumbai,Sports,Football,1,9275.04,0.1,Credit Card,New,No,9275.04,927.5040000000001,8347.536
ORD300039,2025-01-16,CUST12882,Customer_12882,North,Delhi,Furniture,Sofa,2,24990.63,0.05,Credit Card,New,No,49981.26,2499.063,47482.197
ORD300040,2025-05-10,CUST12364,Customer_12364,South,Chennai,Home & Kitchen,Mixer Grinder,6,1784.41,0.1,Cash,Returning,No,10706.460000000001,1070.6460000000002,9635.814
ORD300041,2025-11-25,CUST12959,Customer_12959,North,Vijayawada,Clothing,Jacket,1,630.2,0.05,UPI,Returning,No,630.2,31.510000000000005,598.69
ORD300042,2025-12-21,CUST13424,Customer_13424,South,Chennai,Sports,Dumbbells,2,3518.5,0.15,Debit Card,New,No,7037.0,1055.55,5981.45
ORD300043,2025-03-10,CUST13462,Customer_13462,North,Kolkata,Furniture,Study Table,4,22770.29,0.1,Debit Card,New,No,91081.16,9108.116,81973.04400000001
ORD300044,2024-11-26,CUST13251,Customer_13251,North,Mumbai,Home & Kitchen,Water Bottle,2,8353.85,0.05,Net Banking,Returning,No,16707.7,835.3850000000001,15872.315
ORD300045,2025-12-21,CUST12788,Customer_12788,North,Delhi,Clothing,Formal Shirt,3,1862.47,0.1,Cash,Returning,No,5587.41,558.741,5028.669
ORD300046,2025-08-03,CUST13277,Customer_13277,North,Chennai,Furniture,Study Table,2,8076.37,0.1,UPI,New,Yes,16152.74,1615.2740000000001,14537.466
ORD300047,2025-04-20,CUST12979,Customer_12979,East,Chennai,Home & Kitchen,Mixer Grinder,1,5965.64,0.15,Debit Card,New,No,5965.64,894.846,5070.794
ORD300048,2024-06-12,CUST12272,Customer_12272,North,Bengaluru,Home & Kitchen,Water Bottle,3,8916.98,0.2,Debit Card,Returning,No,26750.94,5350.188,21400.752
ORD300049,2024-05-13,CUST13425,Customer_13425,West,Delhi,Sports,Running Shoes,4,1053.09,0.25,UPI,Returning,No,4212.36,1053.09,3159.2699999999995
ORD300050,2025-08-06,CUST12497,Customer_12497,East,Bengaluru,Furniture,Sofa,3,12476.43,0.1,UPI,Returning,Yes,37429.29,3742.929,33686.361000000004
ORD300051,2024-04-07,CUST12993,Customer_12993,North,Mumbai,Home & Kitchen,Cookware Set,1,2091.56,0.1,Credit Card,New,No,2091.56,209.156,1882.404
ORD300052,2024-03-20,CUST12626,Customer_12626,East,Chennai,Electronics,USB Keyboard,4,2908.69,0.1,Credit Card,Returning,No,11634.76,1163.476,10471.284
ORD300053,2025-04-29,CUST12739,Customer_12739,West,Pune,Furniture,Bookshelf,3,27220.41,0.05,Credit Card,Returning,No,81661.23,4083.0615,77578.1685
ORD300054,2024-07-18,CUST13238,Customer_13238,North,Pune,Home & Kitchen,Mixer Grinder,3,1022.87,0.0,UPI,Returning,No,3068.61,0.0,3068.61
ORD300055,2024-08-07,CUST13143,Customer_13143,South,Vijayawada,Clothing,Formal Shirt,1,2597.27,0.1,Cash,Returning,No,2597.27,259.72700000000003,2337.543
ORD300056,2024-01-09,CUST13396,Customer_13396,West,Chennai,Electronics,Power Bank,2,6425.21,0.15,UPI,Returning,No,12850.42,1927.5629999999999,10922.857
ORD300057,2024-10-25,CUST12726,Customer_12726,North,Mumbai,Clothing,Jeans,5,3595.34,0.05,UPI,New,No,17976.7,898.835,17077.865
ORD300058,2025-02-10,CUST12958,Customer_12958,North,Pune,Electronics,Bluetooth Speaker,1,23776.29,0.15,Cash,Returning,No,23776.29,3566.4435,20209.8465
ORD300059,2024-03-13,CUST12382,Customer_12382,North,Bengaluru,Sports,Cricket Bat,3,7893.76,0.05,Credit Card,Returning,No,23681.28,1184.064,22497.216
ORD300060,2024-01-29,CUST12031,Customer_12031,South,Bengaluru,Furniture,Study Table,2,20341.46,0.25,Credit Card,Returning,No,40682.92,10170.73,30512.19
ORD300061,2024-09-11,CUST13073,Customer_13073,East,Delhi,Sports,Football,2,2419.6,0.1,Net Banking,Returning,No,4839.2,483.92,4355.28
ORD300062,2025-12-18,CUST12600,Customer_12600,West,Delhi,Furniture,Sofa,2,15141.92,0.05,Credit Card,Returning,No,30283.84,1514.192,28769.648
ORD300063,2025-01-04,CUST13048,Customer_13048,East,Pune,Furniture,Study Table,3,20693.53,0.1,Cash,New,No,62080.59,6208.059,55872.530999999995
ORD300064,2024-06-20,CUST13493,Customer_13493,West,Delhi,Sports,Football,1,5882.52,0.1,Debit Card,Returning,No,5882.52,588.2520000000001,5294.268
ORD300065,2025-05-09,CUST12639,Customer_12639,South,Kolkata,Electronics,Bluetooth Speaker,1,18005.18,0.05,Net Banking,New,No,18005.18,900.259,17104.921000000002
ORD300066,2024-10-22,CUST13218,Customer_13218,West,Mumbai,Electronics,Power Bank,7,16078.63,,Credit Card,Returning,No,112550.40999999999,0.0,112550.40999999999
ORD300067,2025-08-31,CUST13434,Customer_13434,South,Kolkata,Electronics,Power Bank,3,3308.37,0.1,Cash,Returning,No,9925.11,992.5110000000001,8932.599
ORD300068,2025-09-21,CUST12059,Customer_12059,North,Vijayawada,Home & Kitchen,Storage Box,2,7739.4,0.15,Debit Card,New,No,15478.8,2321.8199999999997,13156.98
ORD300069,2025-11-17,CUST12117,Customer_12117,East,Bengaluru,Home & Kitchen,Storage Box,2,7928.79,0.05,Credit Card,Returning,No,15857.58,792.879,15064.701
ORD300070,2025-01-10,CUST13386,Customer_13386,South,Chennai,Furniture,Coffee Table,3,4273.59,0.1,UPI,Returning,No,12820.77,1282.0770000000002,11538.693
ORD300071,2024-09-04,CUST12434,Customer_12434,South,Delhi,Electronics,Power Bank,4,10174.97,0.1,UPI,Returning,Yes,40699.88,4069.988,36629.892
ORD300072,2025-07-27,CUST12399,Customer_12399,East,Mumbai,Home & Kitchen,Storage Box,2,3214.3,0.15,Debit Card,Returning,No,6428.6,964.29,5464.31
ORD300073,2025-09-13,CUST12037,Customer_12037,East,Vijayawada,Furniture,Coffee Table,1,9229.65,0.05,Debit Card,Returning,No,9229.65,461.4825,8768.1675
ORD300074,2024-05-20,CUST13048,Customer_13048,South,Pune,Sports,Dumbbells,1,8478.6,0.05,Debit Card,Returning,No,8478.6,423.93000000000006,8054.67
ORD300075,2025-11-05,CUST13492,Customer_13492,South,Mumbai,Home & Kitchen,Water Bottle,1,3548.89,0.0,Credit Card,New,Yes,3548.89,0.0,3548.89
ORD300076,2024-02-28,CUST12602,Customer_12602,South,Mumbai,Home & Kitchen,Storage Box,1,10116.78,0.0,Credit Card,New,No,10116.78,0.0,10116.78
ORD300077,2024-10-21,CUST12631,Customer_12631,North,Chennai,Electronics,Wireless Headphones,5,17476.88,0.0,UPI,Returning,No,87384.40000000001,0.0,87384.40000000001
ORD300078,2025-12-11,CUST12673,Customer_12673,South,Vijayawada,Electronics,Wireless Headphones,3,13230.87,0.0,UPI,Returning,Yes,39692.61,0.0,39692.61
ORD300079,2025-09-21,CUST13456,Customer_13456,North,Chennai,Sports,Dumbbells,6,3794.44,0.05,Debit Card,New,No,22766.64,1138.332,21628.308
ORD300080,2025-11-07,CUST12783,Customer_12783,North,Delhi,Electronics,Smart Watch,1,14331.27,0.2,Net Banking,New,No,14331.27,2866.2540000000004,11465.016
ORD300081,2025-12-29,CUST12029,Customer_12029,West,Vijayawada,Clothing,Formal Shirt,1,3520.78,0.0,UPI,New,No,3520.78,0.0,3520.78
ORD300082,2024-01-09,CUST13293,Customer_13293,West,Chennai,Sports,Running Shoes,3,8705.69,0.2,Cash,Returning,No,26117.07,5223.414000000001,20893.656
ORD300083,2025-11-02,CUST12504,Customer_12504,South,Mumbai,Electronics,Smart Watch,1,7836.15,0.05,Net Banking,New,No,7836.15,391.8075,7444.3425
ORD300084,2024-09-07,CUST13275,Customer_13275,South,Pune,Furniture,Study Table,1,12499.94,0.25,Debit Card,Returning,No,12499.94,3124.985,9374.955
ORD300085,2025-04-04,CUST12121,Customer_12121,East,Pune,Sports,Yoga Mat,6,1049.53,0.0,Net Banking,Returning,No,6297.18,0.0,6297.18
ORD300086,2025-02-12,CUST12528,Customer_12528,East,Delhi,Sports,Yoga Mat,5,5222.54,0.2,Credit Card,New,No,26112.7,5222.540000000001,20890.16
ORD300087,2025-06-20,CUST12253,Customer_12253,North,Hyderabad,Clothing,Formal Shirt,2,4662.31,0.05,Cash,Returning,No,9324.62,466.23100000000005,8858.389000000001
ORD300088,2024-08-06,CUST12229,Customer_12229,East,Delhi,Electronics,Smart Watch,2,20515.92,0.0,Debit Card,Returning,Yes,41031.84,0.0,41031.84
ORD300089,2024-05-06,CUST12854,Customer_12854,East,Hyderabad,Electronics,Smart Watch,4,21552.13,0.05,UPI,Returning,No,86208.52,4310.426,81898.094
ORD300090,2024-05-20,CUST12701,Customer_12701,North,Chennai,Sports,Football,4,2221.38,0.05,Debit Card,New,No,8885.52,444.27600000000007,8441.244
ORD300091,2024-02-22,CUST12515,Customer_12515,North,Chennai,Home & Kitchen,Mixer Grinder,1,8137.03,0.15,Cash,Returning,No,8137.03,1220.5545,6916.4755
ORD300092,2024-12-03,CUST12093,Customer_12093,West,Pune,Furniture,Coffee Table,4,22349.22,0.1,Credit Card,Returning,No,89396.88,8939.688,80457.19200000001
ORD300093,2025-07-17,CUST12919,Customer_12919,North,Pune,Sports,Cricket Bat,3,8397.42,0.0,Net Banking,Returning,No,25192.260000000002,0.0,25192.260000000002
ORD300094,2025-04-08,CUST12392,Customer_12392,East,Vijayawada,Furniture,Sofa,1,25311.54,0.0,Net Banking,New,No,25311.54,0.0,25311.54
ORD300095,2024-12-19,CUST12037,Customer_12037,East,Vijayawada,Clothing,Jacket,1,5238.33,0.05,Credit Card,Returning,No,5238.33,261.9165,4976.4135
ORD300096,2024-03-24,CUST13002,Customer_13002,East,Vijayawada,Sports,Running Shoes,3,8031.58,0.05,UPI,New,No,24094.739999999998,1204.7369999999999,22890.002999999997
ORD300097,2024-04-24,CUST13169,Customer_13169,East,Mumbai,Sports,Yoga Mat,4,7578.53,0.15,Debit Card,New,No,30314.12,4547.1179999999995,25767.002
ORD300098,2024-06-17,CUST13472,Customer_13472,South,Hyderabad,Furniture,Study Table,2,18739.9,0.0,Net Banking,New,No,37479.8,0.0,37479.8
ORD300099,2024-10-23,CUST12383,Customer_12383,North,Hyderabad,Sports,Running Shoes,1,704.19,0.25,Cash,Returning,No,704.19,176.0475,528.1425
ORD300100,2024-10-20,CUST12196,Customer_12196,East,Vijayawada,Home & Kitchen,Storage Box,2,2318.76,0.1,UPI,New,No,4637.52,463.75200000000007,4173.768
ORD300101,2025-08-05,CUST13154,Customer_13154,South,Mumbai,Sports,Football,3,3436.17,0.1,UPI,Returning,No,10308.51,1030.851,9277.659
ORD300102,2024-02-21,CUST13248,Customer_13248,West,Delhi,Furniture,Office Chair,3,3305.42,0.15,Debit Card,New,No,9916.26,1487.439,8428.821
ORD300103,2025-10-03,CUST12291,Customer_12291,North,Bengaluru,Electronics,USB Keyboard,6,22868.72,0.1,Debit Card,Returning,No,137212.32,13721.232000000002,123491.088
ORD300104,2025-08-15,CUST12418,Customer_12418,East,Mumbai,Electronics,Bluetooth Speaker,2,3086.15,0.1,Net Banking,New,No,6172.3,617.23,5555.07
ORD300105,2024-10-15,CUST12912,Customer_12912,South,Chennai,Electronics,USB Keyboard,2,12040.32,0.05,Debit Card,New,No,24080.64,1204.032,22876.608
ORD300106,2024-09-15,CUST12709,Customer_12709,North,Mumbai,Home & Kitchen,Water Bottle,3,8840.17,0.0,UPI,Returning,No,26520.510000000002,0.0,26520.510000000002
ORD300107,2024-02-23,CUST13056,Customer_13056,East,Bengaluru,Furniture,Office Chair,1,4074.94,0.05,Credit Card,Returning,No,4074.94,203.747,3871.193
ORD300108,2025-11-27,CUST12958,Customer_12958,West,Hyderabad,Electronics,Bluetooth Speaker,2,20359.81,0.2,Debit Card,Returning,No,40719.62,8143.924000000001,32575.696000000004
ORD300109,2024-09-20,CUST12267,Customer_12267,West,Kolkata,Furniture,Bookshelf,4,27784.22,0.0,Cash,Returning,Yes,111136.88,0.0,111136.88
ORD300110,2025-12-28,CUST12274,Customer_12274,South,Mumbai,Sports,Dumbbells,2,7384.77,0.2,Net Banking,Returning,No,14769.54,2953.9080000000004,11815.632000000001
ORD300111,2024-08-08,CUST12134,Customer_12134,South,Kolkata,Sports,Dumbbells,3,6565.45,0.1,Cash,Returning,No,19696.35,1969.635,17726.715
ORD300112,2024-02-12,CUST12501,Customer_12501,North,Chennai,Home & Kitchen,Cookware Set,1,8788.03,0.1,Debit Card,Returning,Yes,8788.03,878.8030000000001,7909.227000000001
ORD300113,2024-07-24,CUST12405,Customer_12405,North,Pune,Electronics,Power Bank,1,18961.41,0.15,Debit Card,Returning,No,18961.41,2844.2115,16117.1985
ORD300114,2024-09-27,CUST12964,Customer_12964,West,Chennai,Clothing,Sneakers,3,4864.41,0.15,UPI,Returning,No,14593.23,2188.9845,12404.245499999999
ORD300115,2025-07-10,CUST13377,Customer_13377,North,Kolkata,Home & Kitchen,Water Bottle,5,11479.79,0.1,Debit Card,Returning,No,57398.950000000004,5739.895,51659.05500000001
ORD300116,2025-01-16,CUST12084,Customer_12084,North,Delhi,Clothing,Formal Shirt,3,523.19,0.15,Net Banking,New,No,1569.5700000000002,235.43550000000002,1334.1345000000001
ORD300117,2025-06-06,CUST12745,Customer_12745,South,Kolkata,Home & Kitchen,Cookware Set,2,7621.13,0.0,UPI,New,No,15242.26,0.0,15242.26
ORD300118,2025-05-22,CUST13129,Customer_13129,South,Delhi,Clothing,Jacket,1,2622.44,0.05,Credit Card,Returning,No,2622.44,131.122,2491.318
ORD300119,2024-04-08,CUST13383,Customer_13383,North,Vijayawada,Home & Kitchen,Mixer Grinder,4,1757.88,0.1,Credit Card,Returning,No,7031.52,703.152,6328.368
ORD300120,2025-05-10,CUST12236,Customer_12236,East,Vijayawada,Electronics,Smart Watch,1,1475.33,0.05,Net Banking,Returning,No,1475.33,73.7665,1401.5635
ORD300121,2025-12-20,CUST13363,Customer_13363,North,Mumbai,Home & Kitchen,Water Bottle,1,9301.85,0.1,Net Banking,Returning,No,9301.85,930.1850000000001,8371.665
ORD300122,2025-09-02,CUST12658,Customer_12658,North,Hyderabad,Home & Kitchen,Mixer Grinder,7,425.7,0.15,UPI,New,No,2979.9,446.985,2532.915
ORD300123,2025-02-24,CUST12508,Customer_12508,West,Hyderabad,Electronics,USB Keyboard,1,13371.41,0.05,Cash,Returning,No,13371.41,668.5705,12702.8395
ORD300124,2024-02-26,CUST12417,Customer_12417,South,Kolkata,Sports,Yoga Mat,3,6177.71,0.15,Debit Card,New,No,18533.13,2779.9695,15753.160500000002
ORD300125,2025-09-21,CUST12517,Customer_12517,South,Vijayawada,Sports,Yoga Mat,5,2153.4,0.15,Net Banking,Returning,No,10767.0,1615.05,9151.95
ORD300126,2025-12-15,CUST13256,Customer_13256,North,Hyderabad,Sports,Yoga Mat,1,4584.82,0.1,Credit Card,New,No,4584.82,458.48199999999997,4126.338
ORD300127,2024-08-15,CUST12758,Customer_12758,West,Hyderabad,Electronics,Smart Watch,4,3763.67,0.1,UPI,New,Yes,15054.68,1505.468,13549.212
ORD300128,2025-05-26,CUST13226,Customer_13226,East,Pune,Electronics,Wireless Headphones,3,6651.58,0.1,UPI,New,No,19954.739999999998,1995.474,17959.266
ORD300129,2024-10-08,CUST12104,Customer_12104,West,Hyderabad,Sports,Cricket Bat,1,2839.4,0.05,Net Banking,New,No,2839.4,141.97,2697.4300000000003
ORD300130,2024-05-03,CUST12804,Customer_12804,South,Bengaluru,Electronics,Wireless Headphones,3,1411.1,0.05,UPI,Returning,No,4233.299999999999,211.66499999999996,4021.6349999999993
ORD300131,2024-10-06,CUST12114,Customer_12114,South,Kolkata,Clothing,Formal Shirt,4,5563.18,0.05,Debit Card,Returning,No,22252.72,1112.6360000000002,21140.084000000003
ORD300132,2024-11-08,CUST12707,Customer_12707,East,Mumbai,Electronics,USB Keyboard,3,22498.21,0.05,UPI,Returning,No,67494.63,3374.7315000000003,64119.8985
ORD300133,2025-07-25,CUST13003,Customer_13003,South,Chennai,Electronics,Power Bank,1,21656.24,0.05,Cash,New,No,21656.24,1082.8120000000001,20573.428
ORD300134,2025-09-30,CUST12079,Customer_12079,East,Pune,Sports,Football,5,7166.19,0.15,Cash,Returning,Yes,35830.95,5374.642499999999,30456.3075
ORD300135,2025-06-15,CUST13292,Customer_13292,South,Kolkata,Electronics,Smart Watch,2,2031.02,0.15,Net Banking,Returning,No,4062.04,609.3059999999999,3452.734
ORD300136,2024-03-04,CUST13105,Customer_13105,South,Chennai,Furniture,Study Table,2,27475.92,0.2,UPI,New,No,54951.84,10990.368,43961.471999999994
ORD300137,2024-05-24,CUST13145,Customer_13145,North,Bengaluru,Clothing,Jeans,1,621.0,0.1,Net Banking,Returning,No,621.0,62.1,558.9
ORD300138,2024-01-10,CUST13479,Customer_13479,West,Delhi,Electronics,Wireless Headphones,2,20771.56,0.0,Credit Card,Returning,Yes,41543.12,0.0,41543.12
ORD300139,2024-07-04,CUST13263,Customer_13263,West,Delhi,Furniture,Bookshelf,1,24771.95,0.25,Cash,New,No,24771.95,6192.9875,18578.9625
ORD300140,2025-10-16,CUST13081,Customer_13081,North,Vijayawada,Clothing,Jacket,6,2040.03,0.1,Net Banking,Returning,Yes,12240.18,1224.018,11016.162
ORD300141,2025-01-29,CUST12255,Customer_12255,East,Bengaluru,Furniture,Sofa,3,2772.67,0.0,Credit Card,New,No,8318.01,0.0,8318.01
ORD300142,2025-01-03,CUST12984,Customer_12984,North,Kolkata,Home & Kitchen,Mixer Grinder,2,7713.02,0.05,UPI,New,No,15426.04,771.3020000000001,14654.738000000001
ORD300143,2025-03-30,CUST12129,Customer_12129,East,Delhi,Clothing,Jeans,1,1185.82,0.05,Cash,New,No,1185.82,59.291,1126.529
ORD300144,2025-12-24,CUST12425,Customer_12425,West,Kolkata,Electronics,Wireless Headphones,1,11337.38,0.1,Credit Card,Returning,No,11337.38,1133.738,10203.642
ORD300145,2025-05-23,CUST12860,Customer_12860,East,Kolkata,Home & Kitchen,Cookware Set,3,1301.76,0.1,Net Banking,Returning,No,3905.2799999999997,390.528,3514.7519999999995
ORD300146,2025-11-17,CUST13257,Customer_13257,South,Bengaluru,Furniture,Bookshelf,1,17422.73,0.15,Net Banking,Returning,No,17422.73,2613.4094999999998,14809.3205
ORD300147,2025-11-11,CUST12606,Customer_12606,West,Pune,Sports,Yoga Mat,2,6134.97,0.2,UPI,New,No,12269.94,2453.9880000000003,9815.952000000001
ORD300148,2024-08-19,CUST13496,Customer_13496,South,Vijayawada,Home & Kitchen,Water Bottle,5,4913.51,0.1,Credit Card,Returning,No,24567.550000000003,2456.7550000000006,22110.795000000002
ORD300149,2025-04-11,CUST13331,Customer_13331,South,Bengaluru,Clothing,T-Shirt,1,3628.21,0.05,Net Banking,Returning,No,3628.21,181.4105,3446.7995
ORD300150,2025-11-22,CUST13155,Customer_13155,South,Chennai,Clothing,Jacket,1,3316.46,0.05,UPI,Returning,No,3316.46,165.823,3150.637
ORD300151,2024-10-17,CUST12004,Customer_12004,East,Pune,Furniture,Bookshelf,3,27944.08,0.1,Credit Card,New,No,83832.24,8383.224,75449.016
ORD300152,2024-12-26,CUST12074,Customer_12074,North,Bengaluru,Furniture,Bookshelf,3,5805.99,0.1,UPI,Returning,Yes,17417.97,1741.7970000000003,15676.173
ORD300153,2024-11-06,CUST12664,Customer_12664,North,Kolkata,Furniture,Office Chair,3,7742.43,0.1,Credit Card,Returning,No,23227.29,2322.7290000000003,20904.561
ORD300154,2024-04-03,CUST13244,Customer_13244,East,Pune,Electronics,Bluetooth Speaker,2,16224.62,0.0,Debit Card,Returning,No,32449.24,0.0,32449.24
ORD300155,2025-03-30,CUST13197,Customer_13197,West,Bengaluru,Home & Kitchen,Mixer Grinder,7,4907.96,0.1,Net Banking,Returning,No,34355.72,3435.572,30920.148
ORD300156,2024-06-22,CUST13346,Customer_13346,South,Chennai,Sports,Yoga Mat,4,6354.09,0.0,Cash,New,Yes,25416.36,0.0,25416.36
ORD300157,2024-10-28,CUST12754,Customer_12754,North,Kolkata,Electronics,Power Bank,5,20069.94,0.0,Net Banking,New,No,100349.7,0.0,100349.7
ORD300158,2025-12-02,CUST12322,Customer_12322,North,Chennai,Electronics,Power Bank,4,7250.13,0.05,Cash,New,Yes,29000.52,1450.026,27550.494
ORD300159,2024-05-14,CUST12115,Customer_12115,South,Bengaluru,Home & Kitchen,Mixer Grinder,1,5742.53,0.05,Credit Card,Returning,No,5742.53,287.1265,5455.403499999999
ORD300160,2024-06-12,CUST13345,Customer_13345,West,Kolkata,Electronics,Power Bank,1,20957.34,0.0,UPI,New,No,20957.34,0.0,20957.34
ORD300161,2024-05-04,CUST12143,Customer_12143,West,Mumbai,Home & Kitchen,Mixer Grinder,2,6816.31,0.05,UPI,Returning,Yes,13632.62,681.6310000000001,12950.989000000001
ORD300162,2024-09-14,CUST13023,Customer_13023,West,Chennai,Home & Kitchen,Cookware Set,2,660.01,0.0,UPI,Returning,No,1320.02,0.0,1320.02
